ParticipantID,edu,eduother,engnative,engyrs,politics,religion,age,ethnicity,gender,comments,VICTIM_PERP,Condition,tainted,harmed,disobeyed,resilience,Blame
R_1rD1edOInGoLuO6,3, ,1, ,5,3,33,white,2, ,v,continuo,7,7,7,5,0
R_1IAuFf4MMsyO8L3,4, ,1, ,5,6,33,White/Caucasian,2,None,v,continuo,0,6,7,5,0
R_2eXCbc7ShDSJ5KT,4, ,1, ,4,5,33,White,2,Not at this time,v,continuo,5,5,4,3,1
R_1JR3XwRt1xGu5Nq,3, ,1, ,5,1,33,White,2,Thank you for the survey.,v,continuo,3,3,5,2,0
R_3nGglYvbuZI5BLj,4, ,1, ,1,7,33,caucasian,2,no,v,contagio,6,7,7,2,0
R_22V23HFao3RG2I3,4, ,1, ,4,1,33,White,2, ,v,partial,5,6,6,4,0
R_1dsJgWUs0kbmmhr,4, ,1, ,3,6,33,Caucasian,2, ,v,partial,5,6,7,5,0
R_1Qzw2YXtVcAAYcI,3, ,1, ,1,1,33,WHITE,2, ,v,temporar,7,7,7,7,0
R_TqnpRUDBDWn0uml,3, ,1, ,5,1,33,white,2,no,v,temporar,0,7,7,6,0
R_1dozWYMA56ZlvEZ,5, ,1, ,7,1,33,white,2, ,v,temporar,3,4,2,4,2
R_129hBNP2mr9EXAu,2, ,1, ,4,7,33,Caucasian,2,no,v,temporar,3,5,7,2,0
R_3PaBL1F32sm0ExU,4, ,1, ,6,2,33,White,2, ,v,temporar,2,3,5,2,0
R_1Y0L6lvVT6LwqXL,7, ,1, ,7,1,33,White,2, ,v,complete,0,7,7,5,0
R_urB3u1NtyzdF2JX,4, ,1, ,5,4,33,white,2,I don't like that I had to assign blame to the victim to continue the survey,v,complete,1,6,7,3,0
R_3NCGC2gaxPgfHJf,4, ,1, ,6,6,33,asian,2, ,v,complete,4,7,4,3,0
R_1LnAvOElkZkzZTL,5, ,1, ,4,6,33,Caucasian,2,"No comments, thank you!",v,complete,0,5,6,3,0
R_RVIAFPBWsv7JE2d,4, ,1, ,4,3,33,white,2, ,v,complete,3,4,5,2,1
R_1LdhIaMwGnS9Gl7,4, ,1, ,2,6,33,white,2,none,v,complete,6,6,6,2,1
R_vc9fc0YHKjZ71Bv,4, ,1, ,4,7,32,hispanic,2, ,p,continuo,5,7,5,5,0
R_eR8y6hb3QUCCzp7,2, ,1, ,3,4,32,white,2, ,p,continuo,5,4,5,4,0
R_1g0dCfb0KY9I0o1,5, ,1, ,2,5,32,white,2, ,p,continuo,0,4,3,4,0
R_3fplHPuUutduA8Q,3, ,1, ,4,7,32,white,2, ,p,continuo,7,0,0,3,7
R_4TsUXrIg1AuowRr,3, ,1, ,2,5,32,citizen,2, ,p,continuo,0,0,0,0,0
R_pGzXXjqdS8nd6hj,4, ,1, ,5,1,32,Caucasian,2, ,p,contagio,5,0,0,6,7
R_1QbyjdGSgg2vrXH,3, ,1, ,5,4,32,White (caucasian),2,No,p,contagio,3,1,1,5,7
R_3fUUPON1AK7HKKb,4, ,1, ,3,7,32,Caucasian,2, ,p,contagio,2,1,1,4,7
R_25XjW7m94TB62oD,5, ,1, ,4,3,32,black,2,no,p,contagio,5,3,3,4,6
R_1DnzMAjpwScK8L3,3, ,1, ,5,1,32,white,2, ,p,contagio,1,0,0,4,7
R_22DHCBdr04a8kAt,4, ,1, ,7,5,32,caucasian,2, ,p,contagio,2,2,2,3,4
R_2S8BYiU2lb1NpKW,4, ,1, ,5,7,32,white,2, ,p,contagio,0,0,7,3,7
R_3n3qAWE4O9lJciB,5, ,1, ,3,6,32,hispanic,2, ,p,partial,5,6,6,5,6
R_1rkoq4OAE0yRBVL,3, ,1, ,6,1,32,Caucasian,2, ,p,partial,0,3,1,5,6
R_1onhpvgo8E6Rk2X,4, ,1, ,6,6,32,Caucasian,2, ,p,partial,6,2,2,4,7
R_29ph63ktKF1g3ts,3, ,1, ,5,2,32,white,2, ,p,partial,2,0, ,3,7
R_2PzF39ilglD4XJw,3, ,1, ,7,7,32,black,2,no,p,partial,1,0,0,0,7
R_s7fW17Z1puNLE0p,4, ,1, ,4,1,32,Caucasian,2,None,p,temporar,2,1,1,4,6
R_3HoFmyLds7DRiD0,2, ,1, ,2,7,32,black,2,no,p,temporar,6,6,5,4,5
R_1jw7Y1gtNkVes6f,3, ,1, ,5,2,32,White,2, ,p,temporar,1,0,1,3,6
R_2uyVaVOIgWcki0j,3, ,1, ,3,2,32,White/non-Hispanic,2, ,p,temporar,3,5,5,2,0
R_UrlPnG1mswqjrfX,4, ,1, ,7,7,32,white,2,no,p,complete,1,1,1,3,7
R_1Klr7BEFzlsU6tX,5, ,1, ,4,1,32,White,2,No,p,complete,1,1,2,3,2
R_tRH13KKBBhaY9fH,5, ,1, ,3,7,32,Black,2, ,p,complete,6,7,7,3,1
R_YaWGnDlc5jdWMYF,4, ,1, ,4,1,32,caucasian,2, ,p,complete,3,1,2,3,6
R_z1hs4C2pbSB7bHz,3, ,1, ,7,1,32,white,2, ,p,complete,0,2,2,2,0
R_22WjEfaHIlpQlsd,5, ,1, ,7,1,32,White,2,"The scenario said that Kim mugged someone, but the questions seemed to be about how Kim would feel if she were mugged. I answered them under the impression that Kim was the one who did the mugging.",p,complete,4,2,2,1,7
R_80oAHPOAhRI7DeF,4, ,1, ,5,3,32,black,2, ,v,continuo,6,4,4,2,2
R_2RUhiKnRGS1Z9cp,5, ,1, ,7,1,32,white,2,no,v,contagio,0,6,3,7,0
R_XKVEQVycXulp3YR,4, ,1, ,3,1,32,white,2, ,v,contagio,5,7,7,6,0
R_25R6Hz4whvddcxb,5, ,1, ,3,1,32,white,2,None,v,contagio,4,6,4,5,0
R_1hL7EtLVtYmCb8P,2, ,1, ,3,2,32,white,2, ,v,contagio,4,7,5,5,0
R_O1Oa6Ya74pMzck1,4, ,1, ,4,1,32,White,2, ,v,contagio,3,5,4,4,0
R_2fCGHPMOZAZcBO8,2, ,1, ,4,2,32,white,2,easy survery,v,contagio,4,5,5,3,0
R_215Ft62aqC80S75,4, ,1, ,7,1,32, ,2,No,v,contagio,0,7,7,3,0
R_2QDp5b7nONcgpjk,4, ,1, ,3,7,32,white,2, ,v,isolate,0,6,6,6,0
R_diEhSh2v3HFGFmV,3, ,1, ,5,2,32,caucasian,2,none,v,isolate,1,4,7,6,0
R_1q7Gt6HT87FFZaA,4, ,1, ,4,2,32,WHITE,2,NONE,v,isolate,7,7,7,4,0
R_2OZ7cENI6vG5DtK,3, ,1, ,3,1,32,White,2, ,v,isolate,2,3,5,4,0
R_6qXZC3yXqx584KJ,3, ,1, ,6,6,32,Cuacasian,2, ,v,isolate,2,6,7,3,0
R_1fkZ0bmzTEgF6rJ,4, ,1, ,5,2,32,White,2, ,v,partial,7,6,6,2,0
R_W8weYglysKIOyCB,4, ,1, ,5,5,32,white,2, ,v,partial, ,5,4,4,0
R_xtlWC4G62rqD6Qp,6, ,1, ,7,7,32,white,2,no thank you :),v,partial,4,6,4,4,2
R_3im2dPkHbL0QfLT,4, ,1, ,1,7,32,White,2,No,v,temporar,4,7,5,3,0
R_3QJWWNGQjwm7Osd,4, ,1, ,7,1,32,Caucasian,2, ,v,temporar,0,6,3,2,0
R_3hs7D7RvT7xvYjf,4, ,1, ,7,1,32,White,2, ,v,complete,6,6,6,3,0
R_2Y2Maye5GVn8dcU,3, ,1, ,5,1,32,white,2, ,v,complete,1,2,4,3,0
R_2DOKDMeIk3HaZjg,5, ,1, ,6,2,32,Japanese,2,None,v,complete,7,7,7,1,0
R_1pyUC37la8wwzmN,4, ,1, ,7,1,32,white,2, ,v,complete,0,7,6,1,0
R_2ASRRQzuczdFKQt,3, ,1, ,6,5,32,white,2,"Clarify what you mean by the word ""tainted"" and the other one, both of which make no sense in this context.",v,complete,5,7,0,0,0
R_1F9XoX117CrRbgq,4, ,1, ,6,1,31,Asian,2,Thanks!,p,continuo,5,1,0,6,7
R_VPgtYErIQNrE8N3,4, ,1, ,7,1,31,white,2, ,p,continuo,6,6,6,5,0
R_DGFNhPfliiw7tT3,4, ,1, ,3,3,31,White,2,no,p,continuo,3,3,3,3,7
R_2bIRW4Ta7dxeEkQ,5, ,1, ,6,3,31,hispanic,2,no,p,contagio,1, , ,5,7
R_3P5YuCGoCIOo8tE,3, ,1, ,5,1,31,white,2, ,p,contagio,4,2,3,4,7
R_9mA7JTDhoxwoje1,3, ,2,12,5,3,31,Asian,2,no,p,contagio,4,4,6,4,7
R_3j06XuagrXYXaoj,3, ,1, ,6,6,31,white,2,A few of the questions are worded strangely.,p,contagio,3,1,3,3,7
R_RylVKhhrsZQYmvT,6, ,1, ,6,1,31,White,2,No,p,contagio,4,1,1,3,6
R_1fZBVpJnv4UWzGr,2, ,1, ,6,1,31,american,2, ,p,contagio,0,1,0,1,7
R_1GNW4aIrf7VX1Ec,4, ,1, ,4,1,31,asian,2, ,p,isolate,5,5,6,5,5
R_25MTKNOLV1Ogr1v,4, ,1, ,2,6,31,caucasian,2,N/A,p,isolate,0,0,0,5,7
R_SBoqgV8a89zUCL7,3, ,1, ,6,2,31,white,2, ,p,isolate,2,0,3,4,5
R_25AQ5OLj4cDwHau,4, ,1, ,3,2,31,Greek,2,No,p,isolate,3,2,0,4,7
R_333UzCORWUuBrtx,7, ,1, ,4,5,31,White,2,no,p,isolate,4,6,7,2,0
R_10uBCl5tsd6ynTz,5, ,1, ,6,2,31,Asian American,2,None,p,isolate,5,4,1,2,5
R_pg7SeL4vN9eDHi1,5, ,1, ,5,4,31,Caucasian,2,The first page made it sound like Kim was the one mugging someone while the second page made her sound like the victim of a mugging. Very confusing.,p,partial,2,2,2,2,3
R_1riQUiHNE056l3W,2, ,1, ,1,7,31,white,2, ,p,partial,4,2,2,1,6
R_2dDUXBWBwMO7qR0,3, ,1, ,4,5,31,american,2, ,p,temporar,3,2,2,4,4
R_1KpZterDGXjQnRi,4, ,1, ,6,1,31,White,2, ,p,temporar,7,2,0,3,7
R_2BxLVAyj4ureNWV,5, ,1, ,1,7,31,Hispanic,2,Thank you for offering this survey.,p,temporar,4,4,0,2,7
R_1K8zySa3Itnk4cD,3, ,1, ,4,6,31,Black,2,"This did say that she mugged someone, right? Not that she was mugged by someone? I read it several times and thought it was the first answer...so I'm not sure why the later question asking if she's responsible.",p,temporar,0,0,0,2,7
R_1DzClEIZHsyiEoE,2, ,1, ,1,3,31,Asian-American,2,Interesting study!!,p,temporar,3,3,7,1,6
R_3Q1BdK36avRT1gR,3, ,1, ,7,1,31,white american,2, ,p,temporar,0,0,0,0,7
R_29fUiLzqpd3QQuE,4, ,1, ,4,7,31,African American,2, ,p,temporar,0,0,0,0,7
R_Orhpzd1kruFBtip,7, ,1, ,6,5,31,African American,2, ,p,complete,6,7,4,5,3
R_25FmL6nZ6wJkMrj,4, ,1, ,4,5,31,Hispanic,2,The scenario was written incorrect.  I'm not sure who the victim actually was.,p,complete,6,6,7,3,3
R_3HnXqXOW7k8M6Mh,3, ,1, ,4,1,31,african and native american,2,no,p,complete,3,0,2,3,7
R_2q40V2deRDgEFle,5, ,1, ,5,1,31,White,2, ,p,complete,2,2, ,3,4
R_1mW4gDdwFYhBlY1,4, ,1, ,6,3,31,HISPANIC,2,NO,v,complete,2, ,5, ,1
R_24qMpwlPGfqRW9B,4, ,1, ,4,4,31,White,2, ,v,continuo,4,6,2,5,0
R_3NQCd2kjAu64QNG,3, ,1, ,4,4,31,hispanic,2,great study/survey,v,continuo,3,6,1,2,0
R_1GDp1BYZ0JzyEeT,3, ,1, ,6,1,31,caucasian,2, ,v,continuo,5,4,7,1,0
R_DNpVDRxVgpdTczL,5, ,1, ,5,2,31,White,2,No.,v,contagio,0,7,2,6,0
R_807gbsqEiXfTNSx,3, ,1, ,5,1,31,white,2, ,v,contagio,5,1,7,5,0
R_p3rerYvWKQNNXZn,3, ,1, ,3,3,31,African American,2,none,v,contagio,5,5,4,4,3
R_2zXRWNxN9HuOf9x,3, ,1, ,3,4,31,caucasian,2, ,v,contagio,6,7,7,3,0
R_2c6M2llpLQ9z0yx,3, ,1, ,5,4,31,White,2, ,v,contagio,5,6,6,3,0
R_1rlg7aqNBTppFx1,4, ,1, ,7,1,31,white,2,no,v,contagio,2,5,2,1,0
R_3HNSAmJvfPdsTJZ,7, ,1, ,3,5,31,African American,2, ,v,isolate,7,7,6,5,0
R_ylNJLpPc6l516kV,4, ,1, ,4,1,31,white,2, ,v,isolate,4,3,4,4,0
R_2SrzN6Ur0qxaqA2,4, ,1, ,4,4,31,Caucasian,2, ,v,isolate,5,5,7,4,0
R_2qEKnaslpWGD7eB,3, ,1, ,6,1,31,White,2, ,v,isolate,4,4,7,3,0
R_2U9OyK1uwKC2FCl,4, ,1, ,4,6,31,caucasian,2, ,v,isolate,4,7,4,2,0
R_3jTfw2ql5hrH7AR,3, ,1, ,3,1,31,American,2,None,v,isolate,6,6,7,1,0
R_3nSlzB0Z1cT2bbn,4, ,1, ,2,6,31,white/caucasian,2, ,v,partial,0,4,7,2,0
R_bJgBEbp1LNs73j3,4, ,1, ,6,1,31,Asian,2, ,v,partial,2,7,6,4,0
R_2qagDYaF2qNSfVh,4, ,1, ,5,5,31,caucasian,2,no,v,partial,0,5,6,4,0
R_2wRou5xwAiVPUjO,5, ,1, ,4,1,31,white,2,None,v,partial, ,5,5,6,0
R_3s6vkqJyxYBDMSI,3, ,1, ,4,3,31,white,2,thanks for the opportunity to take this survey,v,temporar,4,6,7,4,0
R_22xJOvzuH6a7XsD,2, ,1, ,7,1,31,white,2, ,v,complete,6,1,5,5,0
R_2ykf0NOV5cEwPQ6,4, ,1, ,6,5,31,Black,2,none,v,complete,3,6,7,4,0
R_ZERcERXpUWRSqt3,5, ,1, ,7,1,31,white,2, ,v,complete,5,1,6,2,0
R_sO2iy4CSVihEwRH,4, ,1, ,2,6,31,white,2, ,v,complete,4,4,5,1,0
R_1Qzup2xVOQT787b,2, ,1, ,7,2,30,caucasian,2,"It said Kim mugged someone, questions didn't reflect that",p,temporar, , , , ,7
R_5uV10Fud1zkwI8h,3, ,1, ,3,7,30,white,2,no,p,continuo,3,3,3,3,7
R_eRiTE5EIOnRJSJb,5,Other,1, ,5,1,30,White,2,It was iteresting,p,isolate,2,1,2,2,3
R_ReGu2GDa0300GgF,5, ,1, ,5,4,30,hispanic,2,n/a,p,partial,2,4,5,5,5
R_3s1xF5q1Vvxb1sx,3, ,1, ,4,4,30,mixed,2,Please pay me a bonus if you have the funds available. Thank you.,p,partial,6,4,4,4,6
R_1FFA87XUJpZ20L1,4, ,1, ,5,2,30,white,2,this didn't really make much sense....not enough background info on Kim,p,partial,4,1,0,4,6
R_bJHe9GmBs0AOkZb,3, ,1, ,6,1,30,White,2, ,p,partial,3,3,3,3,7
R_1GJtqAWWqCxIYLd,4, ,1, ,6,1,30,white,2,"interesting, thank you",p,partial,0,0,0,2,7
R_20OHo8pmhvUzXca,4, ,1, ,4,6,30,caucasian,2, ,p,temporar,4,4,5,7,0
R_3knbkAiU96FgeEC,4, ,1, ,4,6,30,caucasian,2, ,p,temporar,6,2,0,5,4
R_2v1G9FO18JIbD6J,4, ,1, ,3,6,30,black,2,no,p,temporar,1,0,4,2,7
R_3nHiFOoAxJGryao,3, ,1, ,4,4,30,asian,2, ,p,complete,5,1,1,4,7
R_2f8bzHwnKh4vou3,3, ,1, ,4,1,30,White,2, ,p,complete,5,0,0,4,7
R_3k1dwuxCefahtUj,4, ,1, ,6,5,30,white,2,none,p,complete,4,2,1,2,6
R_27apJmCl4ANZMUK,3, ,1, ,7,2,30,Hispanic,2,Simple questions,p,complete,4,0,1,1,7
R_2abM9TSa6f3fgY2,3, ,1, ,4,1,30,White,2, ,v,continuo,7,5,7,6,0
R_3kP4NKYjeMvu2dz,3, ,1, ,7,1,30,white,2,Good luck with your study!,v,continuo,0,7,7,6,0
R_32XQdNlSGhqAA2l,4, ,1, ,5,2,30,white/caucasian,2, ,v,continuo,0,5,5,5,0
R_1LvDtX1Z8gHwgCH,5, ,1, ,4,2,30,White/Hispanic,2, ,v,continuo,3,6,7,5,0
R_2DSJiIOENAW3Ka0,3, ,1, ,3,4,30,Caucasion,2,Thank You,v,continuo,5,5,5,5,0
R_3khyKQeAJ1QAt6Y,4, ,1, ,2,6,30,black,2, ,v,continuo,5,4,5,4,0
R_2tGbCUfFtAJXvaH,5, ,1, ,5,2,30,white,2, ,v,continuo,2,5,6,3,0
R_2ON4eQRYdEMjg8N,5, ,1, ,7,1,30,White,2, ,v,continuo,0,3,4,2,0
R_wML6ugJBrmwhbhf,4, ,1, ,4,1,30,Caucasian,2, ,v,continuo,0,4,5,1,0
R_2qjV57V0pTlgJtU,5, ,1, ,4,4,30,white,2, ,v,contagio,5,3,4,4,5
R_3dSw9KQhCCWKSab,4, ,1, ,6,6,30,white/Euro-American,2, ,v,contagio,0,1,3,4,0
R_1MMniMoEoWm0Uud,2, ,1, ,5,6,30,Hispanic,2,Thanks for allowing me to participate!,v,contagio,1,7,7,3,0
R_2wmGlokogaDJgbd,2, ,1, ,4,1,30,white,2, ,v,contagio,3,3,0,2,0
R_23V7UZh2ZNXHtZ4,3, ,1, ,5,4,30,White,2, ,v,contagio,4,3,6,1,0
R_shuZGNJUIU6btjX,5, ,1, ,3,4,30,asian,2, ,v,isolate,6,3,6,5,6
R_1QbJyx7xgImX5zk,4, ,1, ,6,3,30,Latina,2, ,v,isolate, ,3,7,4,0
R_2Y9O8weVd04JZeh,4, ,1, ,6,1,30,white,2, ,v,isolate,3,5,4,3,0
R_AysBZBIhRVQgJpL,4, ,1, ,6,5,30,white,2, ,v,isolate,5,3,4,3,2
R_SUIxBDFvmHcs0jT,3, ,1, ,4,5,30,White,2,no,v,isolate,5,7,7,3,0
R_2ZIzklwSwaiq3Wz,4, ,1, ,2,7,30,white,2, ,v,isolate,5,3,5,3,0
R_4NmhHlDIHDr6UJH,4, ,1, ,6,3,30,White,2, ,v,partial, ,2,7,2,0
R_1OTbFCpwp0x2y4E,3, ,1, ,5,6,30,asian american,2,none,v,partial,5,6,7,5,0
R_1hRaV1k6b563skv,2, ,1, ,4,7,30,white,2, ,v,temporar,2,7,7,7,0
R_277KDHiI8mXNNtG,3, ,1, ,4,7,30,black,2, ,v,temporar,4,7,0,7,0
R_3lJJR5nGf9l3PRQ,3, ,1, ,3,7,30,American,2,"I wasn't sure how to repond with the contaminated question, I think she had unwanted fear and reproach because of the attack and that was what I considered a little contamination psychologically.",v,temporar,1,4,5,6,0
R_10CcmqEVdvXFilF,4, ,1, ,5,1,30,white,2,n/a,v,temporar,6,5,2,5,0
R_1k1aJnqICSrt63i,4, ,1, ,4,6,30,White,2, ,v,temporar,4,6,1,4,0
R_3PF8riGD3hewMFx,4, ,1, ,5,4,30,White,2, ,v,temporar,0,7,7,1,0
R_2fvTjtqdROyoToi,4, ,1, ,3,7,30,White,2, ,v,complete,6,5,6,5,0
R_OJU6RRY9BM05aaB,2, ,1, ,4,7,30,White,2,no,v,complete,4,5,7,3,0
R_232mxJlvRq1JiOP,5, ,1, ,5,4,30,Caucasian,2, ,v,complete,1,5,0,2,0
R_29oGCKMNLtdTsJZ,4, ,1, ,4,4,29,Filipino American,2,No,p,continuo,4,7,1,5,4
R_RRlN1qN3st3Eptn,5, ,1, ,7,2,29,White,2, ,p,continuo,2,4,5,3,0
R_3Kv8UvTTgkR1JCj,5, ,1, ,5,2,29,white,2, ,p,continuo,1,1,1,2,5
R_2Qu0ZNCxy1BUZHX,4, ,1, ,6,1,29,white,2,no,p,contagio,0,0,5,5,7
R_2ylJ0Y2FnMc5X7v,4, ,1, ,4,6,29,Asian,2, ,p,contagio,5,2,1,5,7
R_26gUNVOpDfPQ0XO,4, ,1, ,2,3,29,Caucasian,2, ,p,contagio,3,3,5,3,0
R_12RuQzzfLbUXWYp,4, ,1, ,7,1,29,Black,2, ,p,isolate,0,0,1,4,7
R_38ePsGYjh3v0eEp,4, ,1, ,6,4,29,White,2, ,p,isolate,5,1,0,3,7
R_3rMQg3HzhboZwdW,3, ,1, ,4,1,29,caucasian,2,no,p,isolate,5,0,0,3,7
R_Wrig8LCZbhzsRkR,5, ,1, ,5,1,29,white,2, ,p,isolate,1,1,1,2,7
R_zUwgTboNPhpkArD,4, ,1, ,5,1,29,caucasian,2,"There are typos in the main survey question. Also the questions seem to be about someone who got mugged, not someone who mugged another person which is how the original question was formatted.",p,isolate, , , ,1,7
R_3MzEr9O6aSPnBxC,3, ,1, ,4,4,29,white,2,n/a,p,partial,2,1,7,5,7
R_3iR9AomJr9vn6v7,4, ,1, ,6,1,29,White,2,No,p,partial,4, , ,4,7
R_1dphOYVblASY30s,4, ,1, ,6,1,29,White,2, ,p,partial,6,7,6,2,3
R_3UiNsQ6x6CFH6UN,5, ,1, ,5,3,29,Mixed Race,2, ,p,partial,4,1,1,2,7
R_3oZsn0L0bXlBSR5,5, ,1, ,2,6,29,asian,2, ,p,partial,5,2,6,1,1
R_274o2EBvBDTQlE2,6, ,1, ,7,1,29,white,2,no,p,partial,0,0,0,0,7
R_1P5D4KNsEsrWHQY,2, ,1, ,6,2,29,Native American,2, ,p,temporar,3,2,2,4,4
R_DoaiQWw9rlsIjJv,3, ,1, ,4,5,29,White,2,No,p,temporar,3,0, ,4,7
R_3qrtbgZclcC9fuZ,7, ,1, ,4,6,29,white,2, ,p,temporar,1,0,2,3,6
R_uf9EIZjCsesWsrD,4, ,1, ,3,5,29,white,2,no,p,temporar,2,3,2,2,7
R_26mCRrFeSIEzSH4,3, ,1, ,5,5,29,Black American,2,No,p,temporar,0,2,0,2,4
R_3KUFL04MwZKqDSH,3, ,1, ,7,1,29,hispanic,2, ,p,temporar,4,0,1,0,6
R_3ikhJP23dCQGkRc,4, ,1, ,6,1,29,white,2,NA,p,complete,0,0,1,5,6
R_1K9by6AVdvnqQA1,4, ,1, ,4,1,29,Asian American,2, ,p,complete,0,0,0,3,0
R_2rkAQXjtIxsqfB3,2, ,1, ,3,1,29,caucasian,2, ,p,complete,0,5,0,2,7
R_3KOOGxapYVvcokr,4, ,1, ,7,1,29,white,2, ,p,complete,2,1, ,1,6
R_1diUDUPv3KJIlCt,3, ,1, ,5,5,29,Hispanic,2, ,p,complete,0,0,0,1,7
R_O0RwiPu4xnFyuJj,3, ,1, ,4,2,29,Asian,2, ,v,continuo,5,6,7,4,0
R_1oGc46gUWdlvjoF,3, ,1, ,2,7,29,white,2, ,v,continuo,6,4,5,4,0
R_a30ys9XH7PAxWq5,4, ,1, ,3,7,29,White,2, ,v,contagio,6,6,7,5,0
R_pQWYDN8eGTZ704x,4, ,1, ,5,1,29,Asian,2, ,v,contagio,4,5,3,4,0
R_1Ov1JfDH2iKEQyF,5, ,1, ,6,6,29,Caucasian,2, ,v,contagio,5,5,7,2,0
R_dgymPr1zhZ02GDD,5, ,1, ,7,1,29,white,2, ,v,isolate,0,5,6,5,0
R_3fCU5QIObg7KwuO,4, ,1, ,4,1,29,hispanic,2, ,v,partial,3,4,4,3,0
R_21bnupFqM1PGWGR,5, ,2,12,3,5,29,white,2, ,v,partial,0,5,7,5,0
R_0NV5s7RsQiOptw5,4, ,1, ,7,1,29,white,2, ,v,temporar,4,5,5,7,0
R_2uJWPwrPbaJQ2nC,2, ,1, ,7,1,29,white,2, ,v,temporar,0,7,5,6,0
R_3lK5RyKDVnScK8m,5, ,1, ,4,4,29,white,2, ,v,temporar,5,0,7,5,0
R_2XcUbjF0tQCk6Nn,4, ,1, ,4,1,29,White,2,N/A,v,temporar,4,7,6,4,0
R_dn9MHSymuSJSZTH,3, ,1, ,2,5,29,Caucasian,2, ,v,temporar,0,3,7,4,0
R_2dKe7ZXszC1HSUH,4, ,1, ,6,1,29,european american,2, ,v,temporar,0,6,7,4,0
R_1IfHQufABEbjpmX,3, ,1, ,4,5,29,white,2,good short quiz. would be willing to continue even if longer.,v,temporar,2,5,6,3,0
R_2bHoNKHp7aPP1DR,4, ,1, ,5,2,29,caucasian,2, ,v,temporar,0,5,6,3,0
R_1LdHcxgTclXP9q4,3, ,1, ,4,1,29,white,2,none,v,temporar,0,1,3,2,0
R_sU50u61Yc650sq5,5, ,1, ,6,6,29,white,2, ,v,complete,1,7,6,6,0
R_1EaqWRJY9xzEmUW,4, ,1, ,4,5,29,biracial,2,thanks,v,complete,0,5,7,4,0
R_1OVmwyiKutIl9IZ,4, ,1, ,7,1,29,Hmong,2, ,v,complete,6,5,6,3,0
R_33jMAucqZy4siTw,2, ,1, ,3,2,29,white,2,n/a,v,complete,0,4,7,3,0
R_UAWYWnAT2muvJa9,4, ,1, ,4,3,28,white,2, ,p,continuo,1,1,0,1,6
R_2WBUEUcUdT0FAfX,4, ,1, ,4,6,28,hispanic,2, ,p,contagio,6,7,3,5,6
R_0eNT6IFR1xXEGQ1,3, ,1, ,6,1,28,White,2, ,p,contagio,0,3,0,4,5
R_123ZBbKgRbdY5Zc,4, ,1, ,4,5,28,African American,2,no,p,contagio,1,1,2,4,4
R_274ilBRopMaG316,4, ,2,12,4,2,28,Asian,2,No.,p,contagio,3,2,5,3,5
R_3HjY8DQTYYlajWZ,3, ,1, ,4,4,28,Black,2,No,p,contagio,3,1,0,2,7
R_ST4lWQ279vk0coN,3, ,1, ,5,5,28,Caucasian,2,No,p,contagio,4,2,4,2,7
R_3PN0YhShueNL5X5,2, ,1, ,4,4,28,white,2, ,p,isolate,0,5,7,7,0
R_1F9vGvCiZnSNc8J,4, ,1, ,7,1,28,white,2, ,p,isolate,0,0,3,5,7
R_1pWGzzNF0Eafsvc,4, ,1, ,7,1,28,White,2, ,p,isolate,0,0,0,5,6
R_2zI3HD8XlAkWq02,6, ,1, ,4,5,28,white,2,none,p,isolate,4,5,6,5,4
R_vxgfOdtyplZbhsJ,4, ,1, ,4,1,28,American,2, ,p,isolate,5,0,6,2,6
R_3qz02CyHxrxJNez,3, ,1, ,4,2,28,white,2, ,p,isolate,4,3,5,2,3
R_3n5VWT2yTHCPnDr,5, ,1, ,4,1,28,Human,2, ,p,isolate,0,0,0,0,0
R_yWogW7aOHlRC4RH,3, ,1, ,5,1,28,caucasian,2, ,p,partial,0,0,0,4,6
R_2aacUpsXwFTIl6I,4, ,1, ,1,5,28,american,2, ,p,partial,1,0,1,3,6
R_31hJE7KbmhdlbeD,4, ,1, ,4,6,28,Caucasian,2, ,p,temporar,5,6,7,4,0
R_3OcNReG22NdMHJG,3, ,1, ,7,1,28,white,2, ,p,temporar,0,0,0,1,3
R_bq2GtoPmi4iRA5j,2, ,1, ,3,1,28,white,2, ,p,complete,6,7,7,6,0
R_2ZOhgmY8rUC10o0,4, ,1, ,6,1,28,White,2,The questions seem worded oddly,p,complete,3,3,2,5,7
R_3maTvIRvmTZ8pxo,4, ,1, ,3,6,28,caucasian,2, ,p,complete,3,0,0,1,6
R_3hzKGS38txofNpE,4, ,1, ,4,6,28,caucasian,2,no,v,continuo,2,4,7,6,0
R_1H2fXR7qlU3Gmlo,5, ,1, ,7,4,28,Biracial,2,"I think instead of assuming a non-answer for a 0, maybe have a choice that reads ""wish not to answer"" - didn't realize I left a question unanswered, was trying to indicate a 0 (not very much) on one of the pages. Thank you!",v,continuo, ,4,7,5,0
R_2rZWbklJT0QQNi1,4, ,1, ,3,3,28,White,2,No,v,continuo,6,5,5,4,0
R_Rhqw15TRpdi9M2t,3, ,1, ,2,5,28,white,2, ,v,continuo,0,7,7,4,0
R_10ww0JbQiYu8jKi,3, ,1, ,5,2,28,White,2, ,v,continuo,2,3,7,4,0
R_2ylrDf507rbH447,4, ,1, ,4,4,28,white,2, ,v,continuo,3,2,6,2,0
R_1K1qw2mAXYteHNF,4, ,1, ,4,1,28,Caucasian,2,No,v,contagio,0,4,6,4,0
